,titulo,data,empresa,localizacao,descricao
199,ANALISTA DE SUPORTE SISTEMA PLENO- REDES,30/04/2020,EMPREGARE.com,"Brasilia - Federal District, Brazil","
          Horário: De Seg à Sex das 11 ás 20hs    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:    • Condução e execução das atividades de instalação, configuração, operação, administração e sustentação dos componentes de infraestrutura de TIC relacionados à Conectividade de Data Centers – Sistemas de conectividade de redes (modens, bridges, roteadores, switches, dentre outros);     • Sistemas de gerenciamento e análise de tráfego de rede; topologias de redes;     • Protocolos e ferramentas de roteamento e QoS; redes definidas por software – orquestração e gerenciamento centralizado de toda a infraestrutura de redes, entre outros correlatos.     Requisitos:    Curso superior completo na área TIC; ou curso de graduação em qualquer área acrescido de pós- graduação na área de TI.  Obrigatório pelo menos 1 (uma) das certificações: o HP ATP; ou o Cisco CCNA; ou o CompTIA Network+; ou o Certificação específica de solução de conectividade utilizada no ambiente de TIC do...
    "
200,ESTÁGIO WEB DESIGNER,30/04/2020,RecrutaSimples,"Joinville - State of Santa Catarina, Brazil","
        Atuará em atividades relacionadas a criação de artes gráficas e demais funções da área, em empresa construtora e incorporadora focada em produtos populares.   Benefícios: Vale Transporte, Almoço na empresa   Requisitos Necessários:  ·      Estudante de cursos relacionados a área de tecnologia da informação (TI). ·      Experiencia na área ou muitos estudos paralelos a faculdade ·      Penúltimo ou último ano de faculdade
    "
201,ESTÁGIO PROGRAMADOR,30/04/2020,RecrutaSimples,"Joinville - State of Santa Catarina, Brazil","
        Atuará em atividades relacionadas a programação, em empresa construtora e incorporadora focada em produtos populares.   Benefícios: Vale Transporte, Almoço na empresa   Requisitos Necessários:  ·      Estudante de ciências da computação ou área relacionadas. ·      Experiencia na área ou muitos estudos paralelos a faculdade ·      Penúltimo ou último ano de faculdade
    "
202,Arquiteto de Sistemas BPM,30/04/2020,G&P Projetos e Sistemas,"São Paulo, State of São Paulo, Brazil","
         Requisitos: Criação de Fluxos no Oracle BPM 12c Utilização e criação dos componentes do SOA SUITE tais como BPEL’s, manipulação de Eventos, HumanTask’s (Iniciadoras ou não), atividades de Send e Receive Task Desenvolvimento em Oracle Service Bus 12c (OSB) Experiência de integração do Oracle BPM com tecnologias variadas para construção de telas 
 Regime de Contratação: CLT Full + Benefícios 
 Local de Trabalho: Lapa / SP 
    "
203,Desenvolvedor Java,30/04/2020,G&P Projetos e Sistemas,"São Paulo, State of São Paulo, Brazil","
         Conhecimentos: 
  Spring boot, jpa/hibernate, Java 8+, Testes Unitários (JUnit), protocolo REST SQL e banco Oracle 12 Jasper Report (PDF) 
  Ferramentas/aplicativos: Postman Eclipse  SQL Developer 
 Regime de Contratação: CLT Full + Benefícios 
 Local de Trabalho: Lapa / SP 
    "
204,DBA,30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Trabalhe em uma das  50 maiores empresas  de TI do Brasil e que atua em toda América Latina e Europa. Venha fazer parte de uma empresa inovadora, flexível e ágil.  
  Buscamos pessoas criativas e dispostas a encarar grandes desafios. Venha nos ajudar a conquistar o mundo, por meio de suas contribuições para nossos produtos e serviços de software. Faça parte da nossa história.  
  Você deverá garantir a execução das tarefas abaixo:  
  Avaliar correções de bugs e tudo o que for necessário para manter a estrutura física e lógica do ambiente estável; 
 Para ajuste e monitoramento de desempenho, sugerir criação de índices, reorg, estatísticas e outros objetos de BD, que possam melhorar a performance; 
 Avaliar, implementar e sugerir, estratégias e planos para recuperar o Banco de dados, em caso de falhas (Garantir backup e restore, replicação); 
 Interagir com o os técnicos para garantir a monitoração e ajustar a performance do BD: 
 Monitorar a performance do BD para identificar...
    "
205,UX Designer,30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Trabalhe em uma das  50 maiores empresas  de TI do Brasil e que atua em toda América Latina e Europa. Venha fazer parte de uma empresa inovadora, flexível e ágil.  
  Buscamos pessoas criativas e dispostas a encarar grandes desafios. Venha nos ajudar a conquistar o mundo, por meio de suas contribuições para nossos produtos e serviços de software. Faça parte da nossa história.  
      
   Descrição   
  O UX Designer trabalha a interação do usuario com o sistema, de maneira a garantir a boa usabilidade do produto. É responsável por olhar para a experiencia de forma mais macro, pensando nas necessidades e desejos das pessoas que utilizarão o produto. Seu trabalho começa desde a concepção do projeto, passando pela elaboração de alternativas, acompanhamento das etapas de desenvolvimento, até os testes de usabilidade e feedback do produto e seus melhoramentos.      
   Requisitos:    
   Aptidão para pesquisar, documentar simular e apresentar ideias e interações.  
  Graduação em...
    "
206,Programador PL/SQL,30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Trabalhe em uma das  50 maiores empresas  de TI do Brasil e que atua em toda América Latina e Europa. Venha fazer parte de uma empresa inovadora, flexível e ágil.  
  Buscamos pessoas criativas e dispostas a encarar grandes desafios. Venha nos ajudar a conquistar o mundo, por meio de suas contribuições para nossos produtos e serviços de software. Faça parte da nossa história.  
    A vaga é para quem tem conhecimentos e experiências em:  
   Conhecimentos de programação em PL/SQL, PG/SQL e T/SQL para desenvolver scripts de criação de objetos, modelagem de dados e rotinas de manutenção do BD - preferencialmente PG/SQL;  
  Conhecimentos para administrar usuários e para executar tarefas básicas de administração do BD, tais como: gerenciar tabelas e índices e aplicar patches no BD.  
  Saber exportar e importar dados;  
  Conhecimentos básicos de gerenciamento de usuários, roles e objetos do BD (tabelas, índices, constraints, visões, triggers, sequences etc.);  
  Conhecimentos sobre...
    "
207,Product Owner / Analista de Produto (Chapecó/SC),30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Responsabilidades  
  Visão de Produto: O analista deve compreender e contribuir com a visão estratégica do seu produto  e conseguir transformar esta visão complexa em algo simples de comunicar, tornando fácil o entendimento pelas pessoas. É necessário conseguir pensar no curto e no longo prazo definindo bem as prioridades;   
  Tomar decisões baseadas em dados: O analista deve entender importância de se munir de dados e fatos que embasem suas decisões e que consigam comprovar a eficácia do seu produto.    
  Levantar, definir e especificar requisitos de software, especificar requisitos funcionais e não funcionais de software  
  Especificar e modelar processos e regras de negócio, elaborar diagramas e fluxos de processos e dados, construir e manter documentos de especificação de software  
  Acompanhar o processo modelagem, desenvolvimento e testes das soluções técnicas, validar os produtos de software construídos  
  Garantir a qualidade dos requisitos desenvolvidos, aplicar...
    "
208,Analista de documentação de Sistemas,30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Somos  Desbravadores  e estamos em busca de pessoas criativas e dispostas a encarar grandes desafios. Se você tem espírito de equipe, é preocupado com a qualidade do seu trabalho, é proativo,  gosta de se comunicar e busca se atualizar constantemente,  venha trabalhar conosco!   
  O profissional será responsável por redigir, revisar e produzir a documentação técnica de nossos softwares, com uma linguagem acessível aos usuários e disponibilizá-la em nossas ferramentas.   
  Também vai realizar levantamentos de informações sobre as funcionalidades dos sistemas Desbravador e será encarregado do processo de documentação técnica para clientes nas atualizações de versões.  
  Espera-se que o candidato consiga fazer com que processos complexos sejam “traduzidos” de forma que todo leitor entenda.  
  Requisitos:  
   Ter habilidade de comunicação verbal e escrita;  
  Compreender as normas ortográficas e interpretação de texto;  
  Experiência com softwares de gestão e hardware a nível...
    "
209,Desenvolvedor Delphi,30/04/2020,Desbravador Software,"Florianópolis, State of Santa Catarina, Brazil","
          Trabalhe em uma das  50 maiores empresas  de TI do Brasil e que atua em toda América Latina e Europa. Venha fazer parte de uma empresa inovadora, flexível e ágil.  
  Buscamos pessoas criativas e dispostas a encarar grandes desafios. Venha nos ajudar a conquistar o mundo, por meio de suas contribuições para nossos produtos e serviços de software. Faça parte da nossa história.  
     Descrição      
  O Desenvolvedor em Delphi que a Desbravador procura é um profissional disposto a encarar novos desafios de projetos com dedicação e que se proponha estar em constante aperfeiçoamento.  Será responsável pelo desenvolvimento de um sistema que requer pesquisa, interação, criatividade e curiosidade, além de analisar a eficiência e estabilidade dos recursos dos sistemas desenvolvidos.  
    Requisitos técnicos:   
   Formação ensino Superior na área de computação;   
  Conhecimentos avançado na linguagem de programação Delphi;  
  Conhecimento em arquiteturas multicamadas (multi-tier);...
    "
210,Analista de Testes de Sistemas,30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Descrição  
 Desenvolver, planejar e executar testes funcionais e testes não-funcionais (performance, segurança, desempenho, usabilidade). 
 Validação de banco de dados, homologação seguindo normas de qualidades, especificações de casos, cenários de teste e teste exploratório. 
 Elaboração de casos de testes com base em documentação / sistemas existentes / reuniões de entendimento, projetos de teste de aplicativos de software, elaborar estimativas para projetos de testes, registrar não conformidades e produzir indicadores. 
  Requisitos  
  - Ensino superior completo ou cursando na área Análise de Sistemas, Engenharia de Software ou áreas afins; - Conhecimento em conceitos de testes, documentação e casos de testes; - Facilidade de trabalhar em equipe e proatividade; - Disponibilidade para atuar no horário das 8h às 12h e das 13h30min às 18h15min, de segunda-feira à sexta-feira. 
  Desejável  
 - Conhecimento em operações fiscais e contábeis; - Experiência em Metodologia Ágil...
    "
211,Desenvolvedor Delphi,30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Trabalhe em uma das  50 maiores empresas  de TI do Brasil e que atua em toda América Latina e Europa. Venha fazer parte de uma empresa inovadora, flexível e ágil.   
  Buscamos pessoas criativas e dispostas a encarar grandes desafios. Venha nos ajudar a conquistar o mundo, por meio de suas contribuições para nossos produtos e serviços de software. Faça parte da nossa história.   
    Descrição       
  O Desenvolvedor em Delphi que a Desbravador procura é um profissional disposto a encarar novos desafios de projetos com dedicação e que se proponha estar em constante aperfeiçoamento.   Será responsável pelo desenvolvimento de um sistema que requer pesquisa, interação, criatividade e curiosidade, além de analisar a eficiência e estabilidade dos recursos dos sistemas desenvolvidos.   
    Requisitos técnicos:   
   Formação ensino Superior na área de computação;    
  Conhecimentos avançado na linguagem de programação Delphi;   
  Conhecimento em arquiteturas multicamadas...
    "
212,Desenvolvedor Full-Stack Java (Chapecó),30/04/2020,Desbravador Software,"Chapecó, State of Santa Catarina, Brazil","
          Trabalhe em uma das  50 maiores empresas  de TI do Brasil e que atua em toda América Latina e Europa. Venha fazer parte de uma empresa inovadora, flexível e ágil.  
  Buscamos pessoas criativas e dispostas a encarar grandes desafios. Venha nos ajudar a conquistar o mundo, por meio de suas contribuições para nossos produtos e serviços de software. Faça parte da nossa história.  
 A vaga é para quem tem conhecimentos e experiências em: 
   Programação orientada a objetos com Java;  
  Spring MVC  
  JavaScript;  
  Testes unitários com JUnit;  
  Maven;  
  Git;  
  Inglês técnico;  
  Bom relacionamento e comunicação;  
  Conceitos REST;  
  SQL (Postgres);  
  JPA/Hibernate;    
  Técnicas e práticas de Clean Code;  
    Ainda se destacará mais se tiver diferenciais como:  
   Java 12;   
  Serviços de mensageira (RabbitMq);  
  Redis;     
  Arquitetura de sistemas distribuídos (micro-serviços);  
  Testes de integração/performance;  
  Modelo SaaS multi-tenancy;  
  Entrega...
    "
